,file,page,question,score,target,len_question,qst_words,qst_clean,len_qst_cln,year,flag_what_meant,qst_tokenised,tokens_without_punctuationa,tokens_lemm,tokens_lst
111,Question paper - A Level Paper 1 - June 2023.pdf,20,Evaluate these two options and recommend which one Sony should have taken to maximise PlayStation 5’s sales.,20,meeting customer needs,108,"['Evaluate', 'these', 'two', 'options', 'and', 'recommend', 'which', 'one', 'Sony', 'should', 'have', 'taken', 'to', 'maximise', 'PlayStation', '5’s', 'sales.']",evaluate two options recommend one sony taken maximise playstation 5’s sales.,77,2023,0,"['evaluate', 'two', 'options', 'recommend', 'one', 'sony', 'taken', 'maximise', 'playstation', '5', '’', 's', 'sales', '.']","['evaluate', 'two', 'options', 'recommend', 'one', 'sony', 'taken', 'maximise', 'playstation', '5', 's', 'sales']","['evaluate', 'two', 'option', 'recommend', 'one', 'sony', 'take', 'maximise', 'playstation', '5', 's', 'sale']",evaluate two options recommend one sony taken maximise playstation 5 s sales
112,Question paper - Unit 1 (WBS11) - January 2023.pdf,2,Define the term ‘competitive advantage’ .,2,meeting customer needs,41,"['Define', 'the', 'term', '‘competitive', 'advantage’', '.']",define term ‘competitive advantage’ .,37,2023,0,"['define', 'term', '‘', 'competitive', 'advantage', '’', '.']","['define', 'term', 'competitive', 'advantage']","['define', 'term', 'competitive', 'advantage']",define term competitive advantage
113,Question paper - Unit 1 (WBS11) - January 2023.pdf,2,Explain how the data above is likely to affect the revenue of the retailer.,4,meeting customer needs,75,"['Explain', 'how', 'the', 'data', 'above', 'is', 'likely', 'to', 'affect', 'the', 'revenue', 'of', 'the', 'retailer.']",explain data likely affect revenue retailer.,44,2023,0,"['explain', 'data', 'likely', 'affect', 'revenue', 'retailer', '.']","['explain', 'data', 'likely', 'affect', 'revenue', 'retailer']","['explain', 'data', 'likely', 'affect', 'revenue', 'retailer']",explain data likely affect revenue retailer
114,Question paper - Unit 1 (WBS11) - January 2023.pdf,3,Analyse two elements of the marketing mix that are important for the sale of smartphones.,6,marketing mix and strategy,89,"['Analyse', 'two', 'elements', 'of', 'the', 'marketing', 'mix', 'that', 'are', 'important', 'for', 'the', 'sale', 'of', 'smartphones.']",analyse two elements marketing mix important sale smartphones.,62,2023,0,"['analyse', 'two', 'elements', 'marketing', 'mix', 'important', 'sale', 'smartphones', '.']","['analyse', 'two', 'elements', 'marketing', 'mix', 'important', 'sale', 'smartphones']","['analyse', 'two', 'element', 'market', 'mix', 'important', 'sale', 'smartphones']",analyse two elements marketing mix important sale smartphones
115,Question paper - Unit 1 (WBS11) - January 2023.pdf,4,"Discuss the likely benefits to a business of selling a niche product, such as the folding smartphone.",8,meeting customer needs,101,"['Discuss', 'the', 'likely', 'benefits', 'to', 'a', 'business', 'of', 'selling', 'a', 'niche', 'product,', 'such', 'as', 'the', 'folding', 'smartphone.']","discuss likely benefits business selling niche product, folding smartphone.",75,2023,0,"['discuss', 'likely', 'benefits', 'business', 'selling', 'niche', 'product', ',', 'folding', 'smartphone', '.']","['discuss', 'likely', 'benefits', 'business', 'selling', 'niche', 'product', 'folding', 'smartphone']","['discus', 'likely', 'benefit', 'business', 'sell', 'niche', 'product', 'fold', 'smartphone']",discuss likely benefits business selling niche product folding smartphone
116,Question paper - Unit 1 (WBS11) - January 2023.pdf,6,Assess the importance for Realme of increasing its market share in the smartphone market.,10,meeting customer needs,89,"['Assess', 'the', 'importance', 'for', 'Realme', 'of', 'increasing', 'its', 'market', 'share', 'in', 'the', 'smartphone', 'market.']",assess importance realme increasing market share smartphone market.,67,2023,0,"['assess', 'importance', 'realme', 'increasing', 'market', 'share', 'smartphone', 'market', '.']","['assess', 'importance', 'realme', 'increasing', 'market', 'share', 'smartphone', 'market']","['assess', 'importance', 'realme', 'increase', 'market', 'share', 'smartphone', 'market']",assess importance realme increasing market share smartphone market
117,Question paper - Unit 1 (WBS11) - January 2023.pdf,8,Define the term ‘entrepreneur’ .,2,entrepreneurs and leaders,32,"['Define', 'the', 'term', '‘entrepreneur’', '.']",define term ‘entrepreneur’ .,28,2023,0,"['define', 'term', '‘', 'entrepreneur', '’', '.']","['define', 'term', 'entrepreneur']","['define', 'term', 'entrepreneur']",define term entrepreneur
118,Question paper - Unit 1 (WBS11) - January 2023.pdf,8,Explain one pricing strategy that Mr Cory’s Cookies may have used when the business started.,4,marketing mix and strategy,92,"['Explain', 'one', 'pricing', 'strategy', 'that', 'Mr', 'Cory’s', 'Cookies', 'may', 'have', 'used', 'when', 'the', 'business', 'started.']",explain one pricing strategy mr cory’s cookies may used business started.,73,2023,0,"['explain', 'one', 'pricing', 'strategy', 'mr', 'cory', '’', 's', 'cookies', 'may', 'used', 'business', 'started', '.']","['explain', 'one', 'pricing', 'strategy', 'mr', 'cory', 's', 'cookies', 'may', 'used', 'business', 'started']","['explain', 'one', 'price', 'strategy', 'mr', 'cory', 's', 'cooky', 'may', 'use', 'business', 'start']",explain one pricing strategy mr cory s cookies may used business started
119,Question paper - Unit 1 (WBS11) - January 2023.pdf,9,Analyse two methods that Mr Cory’s Cookies may have used to build its brand.,6,marketing mix and strategy,76,"['Analyse', 'two', 'methods', 'that', 'Mr', 'Cory’s', 'Cookies', 'may', 'have', 'used', 'to', 'build', 'its', 'brand.']",analyse two methods mr cory’s cookies may used build brand.,59,2023,0,"['analyse', 'two', 'methods', 'mr', 'cory', '’', 's', 'cookies', 'may', 'used', 'build', 'brand', '.']","['analyse', 'two', 'methods', 'mr', 'cory', 's', 'cookies', 'may', 'used', 'build', 'brand']","['analyse', 'two', 'method', 'mr', 'cory', 's', 'cooky', 'may', 'use', 'build', 'brand']",analyse two methods mr cory s cookies may used build brand
120,Question paper - Unit 1 (WBS11) - January 2023.pdf,10,Discuss the advantages for Mr Cory’s Cookies of using test marketing as a method of market research.,8,marketing mix and strategy,100,"['Discuss', 'the', 'advantages', 'for', 'Mr', 'Cory’s', 'Cookies', 'of', 'using', 'test', 'marketing', 'as', 'a', 'method', 'of', 'market', 'research.']",discuss advantages mr cory’s cookies using test marketing method market research.,81,2023,0,"['discuss', 'advantages', 'mr', 'cory', '’', 's', 'cookies', 'using', 'test', 'marketing', 'method', 'market', 'research', '.']","['discuss', 'advantages', 'mr', 'cory', 's', 'cookies', 'using', 'test', 'marketing', 'method', 'market', 'research']","['discus', 'advantage', 'mr', 'cory', 's', 'cooky', 'use', 'test', 'market', 'method', 'market', 'research']",discuss advantages mr cory s cookies using test marketing method market research
121,Question paper - Unit 1 (WBS11) - January 2023.pdf,12,Assess the decision by MrCory’s Cookies to use only online retailing to sell its cookies.,10,meeting customer needs,89,"['Assess', 'the', 'decision', 'by', 'MrCory’s', 'Cookies', 'to', 'use', 'only', 'online', 'retailing', 'to', 'sell', 'its', 'cookies.']",assess decision mrcory’s cookies use online retailing sell cookies.,67,2023,0,"['assess', 'decision', 'mrcory', '’', 's', 'cookies', 'use', 'online', 'retailing', 'sell', 'cookies', '.']","['assess', 'decision', 'mrcory', 's', 'cookies', 'use', 'online', 'retailing', 'sell', 'cookies']","['assess', 'decision', 'mrcory', 's', 'cooky', 'use', 'online', 'retail', 'sell', 'cooky']",assess decision mrcory s cookies use online retailing sell cookies
122,Question paper - A Level Paper 1 - June 2018.pdf,4,"Using the data in Extract A, calculate, to 2 decimal places, the income elasticity of demand for takeaway meals. You are advised to show your working.",4,the market,150,"['Using', 'the', 'data', 'in', 'Extract', 'A,', 'calculate,', 'to', '2', 'decimal', 'places,', 'the', 'income', 'elasticity', 'of', 'demand', 'for', 'takeaway', 'meals.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using data extract a, calculate, 2 decimal places, income elasticity demand takeaway meals. you advised show working.",117,2018,0,"['using', 'data', 'extract', 'a', ',', 'calculate', ',', '2', 'decimal', 'places', ',', 'income', 'elasticity', 'demand', 'takeaway', 'meals', '.', 'you', 'advised', 'show', 'working', '.']","['using', 'data', 'extract', 'a', 'calculate', '2', 'decimal', 'places', 'income', 'elasticity', 'demand', 'takeaway', 'meals', 'you', 'advised', 'show', 'working']","['use', 'data', 'extract', 'a', 'calculate', '2', 'decimal', 'place', 'income', 'elasticity', 'demand', 'takeaway', 'meal', 'you', 'advise', 'show', 'work']",using data extract a calculate 2 decimal places income elasticity demand takeaway meals you advised show working
123,Question paper - A Level Paper 1 - June 2018.pdf,5,"Using Extracts B and C, explain one way in which Hot Chip could change elements of its design mix to reflect eating behaviours at fast food restaurants.",4,marketing mix and strategy,152,"['Using', 'Extracts', 'B', 'and', 'C,', 'explain', 'one', 'way', 'in', 'which', 'Hot', 'Chip', 'could', 'change', 'elements', 'of', 'its', 'design', 'mix', 'to', 'reflect', 'eating', 'behaviours', 'at', 'fast', 'food', 'restaurants.']","using extracts b c, explain one way hot chip could change elements design mix reflect eating behaviours fast food restaurants.",126,2018,0,"['using', 'extracts', 'b', 'c', ',', 'explain', 'one', 'way', 'hot', 'chip', 'could', 'change', 'elements', 'design', 'mix', 'reflect', 'eating', 'behaviours', 'fast', 'food', 'restaurants', '.']","['using', 'extracts', 'b', 'c', 'explain', 'one', 'way', 'hot', 'chip', 'could', 'change', 'elements', 'design', 'mix', 'reflect', 'eating', 'behaviours', 'fast', 'food', 'restaurants']","['use', 'extract', 'b', 'c', 'explain', 'one', 'way', 'hot', 'chip', 'could', 'change', 'element', 'design', 'mix', 'reflect', 'eat', 'behaviour', 'fast', 'food', 'restaurant']",using extracts b c explain one way hot chip could change elements design mix reflect eating behaviours fast food restaurants
124,Question paper - A Level Paper 1 - June 2018.pdf,6,Assess the likely reasons for Hot Chip using mainly quantitative market research data.,10,meeting customer needs,86,"['Assess', 'the', 'likely', 'reasons', 'for', 'Hot', 'Chip', 'using', 'mainly', 'quantitative', 'market', 'research', 'data.']",assess likely reasons hot chip using mainly quantitative market research data.,78,2018,0,"['assess', 'likely', 'reasons', 'hot', 'chip', 'using', 'mainly', 'quantitative', 'market', 'research', 'data', '.']","['assess', 'likely', 'reasons', 'hot', 'chip', 'using', 'mainly', 'quantitative', 'market', 'research', 'data']","['assess', 'likely', 'reason', 'hot', 'chip', 'use', 'mainly', 'quantitative', 'market', 'research', 'data']",assess likely reasons hot chip using mainly quantitative market research data
125,Question paper - A Level Paper 1 - June 2018.pdf,8,"Assess whether this is the most important role of an entrepreneur, such as Lord Somerleyton.",12,entrepreneurs and leaders,92,"['Assess', 'whether', 'this', 'is', 'the', 'most', 'important', 'role', 'of', 'an', 'entrepreneur,', 'such', 'as', 'Lord', 'Somerleyton.']","assess whether important role entrepreneur, lord somerleyton.",61,2018,0,"['assess', 'whether', 'important', 'role', 'entrepreneur', ',', 'lord', 'somerleyton', '.']","['assess', 'whether', 'important', 'role', 'entrepreneur', 'lord', 'somerleyton']","['assess', 'whether', 'important', 'role', 'entrepreneur', 'lord', 'somerleyton']",assess whether important role entrepreneur lord somerleyton
126,Question paper - A Level Paper 1 - June 2018.pdf,10,Evaluate these two options and recommend which is the most suitable leadership style for a business such as Hot Chip.,20,managing people,117,"['Evaluate', 'these', 'two', 'options', 'and', 'recommend', 'which', 'is', 'the', 'most', 'suitable', 'leadership', 'style', 'for', 'a', 'business', 'such', 'as', 'Hot', 'Chip.']",evaluate two options recommend suitable leadership style business hot chip.,75,2018,0,"['evaluate', 'two', 'options', 'recommend', 'suitable', 'leadership', 'style', 'business', 'hot', 'chip', '.']","['evaluate', 'two', 'options', 'recommend', 'suitable', 'leadership', 'style', 'business', 'hot', 'chip']","['evaluate', 'two', 'option', 'recommend', 'suitable', 'leadership', 'style', 'business', 'hot', 'chip']",evaluate two options recommend suitable leadership style business hot chip
127,Question paper - A Level Paper 1 - June 2018.pdf,15,"Using the data in Extract E, calculate the percentage of the world’s top 25 exporting economies that have costs of production above those of the United Kingdom in 2014. You are advised to show your working.",4,meeting customer needs,206,"['Using', 'the', 'data', 'in', 'Extract', 'E,', 'calculate', 'the', 'percentage', 'of', 'the', 'world’s', 'top', '25', 'exporting', 'economies', 'that', 'have', 'costs', 'of', 'production', 'above', 'those', 'of', 'the', 'United', 'Kingdom', 'in', '2014.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using data extract e, calculate percentage world’s top 25 exporting economies costs production united kingdom 2014. you advised show working.",141,2018,0,"['using', 'data', 'extract', 'e', ',', 'calculate', 'percentage', 'world', '’', 's', 'top', '25', 'exporting', 'economies', 'costs', 'production', 'united', 'kingdom', '2014.', 'you', 'advised', 'show', 'working', '.']","['using', 'data', 'extract', 'e', 'calculate', 'percentage', 'world', 's', 'top', '25', 'exporting', 'economies', 'costs', 'production', 'united', 'kingdom', '2014.', 'you', 'advised', 'show', 'working']","['use', 'data', 'extract', 'e', 'calculate', 'percentage', 'world', 's', 'top', '25', 'export', 'economy', 'cost', 'production', 'unite', 'kingdom', '2014.', 'you', 'advise', 'show', 'work']",using data extract e calculate percentage world s top 25 exporting economies costs production united kingdom 2014. you advised show working
